nama_ptn,akronim,nama_prodi,jenjang,nilai_rata_rata
UPN “VETERAN” JAWA TIMUR,,AKUNTANSI,S1,89.84
UPN “VETERAN” JAWA TIMUR,,ADMINISTRASI PUBLIK,S1,89.39
UPN “VETERAN” JAWA TIMUR,,HUKUM,S1,89.29
UPN “VETERAN” JAWA TIMUR,,INFORMATIKA,S1,89.29
UPN “VETERAN” JAWA TIMUR,,TEKNIK INDUSTRI,S1,89.09
UPN “VETERAN” JAWA TIMUR,,SISTEM INFORMASI,S1,89.08
UPN “VETERAN” JAWA TIMUR,,TEKNOLOGI PANGAN,S1,88.73
UPN “VETERAN” JAWA TIMUR,,EKONOMI PEMBANGUNAN,S1,88.42
UPN “VETERAN” JAWA TIMUR,,TEKNIK SIPIL,S1,87.59
UPN “VETERAN” JAWA TIMUR,,TEKNIK LINGKUNGAN,S1,87.47
UPN “VETERAN” JAWA TIMUR,,HUBUNGAN INTERNASIONAL,S1,87.44
UPN “VETERAN” JAWA TIMUR,,PARIWISATA,S1,87.17
UPN “VETERAN” JAWA TIMUR,,AGRIBISNIS,S1,86.89
UPN “VETERAN” JAWA TIMUR,,TEKNIK KIMIA,S1,86.43
UPN “VETERAN” JAWA TIMUR,,AGROTEKNOLOGI,S1,85.58
UPN “VETERAN” JAWA TIMUR,,ARSITEKTUR,S1,85.57
UPN “VETERAN” JAWA TIMUR,,KEDOKTERAN,S1,85.46
UPN “VETERAN” JAWA TIMUR,,KEWIRAUSAHAAN,S1,85.43
UPN “VETERAN” JAWA TIMUR,,SAINS DATA,S1,85.16
UPN “VETERAN” JAWA TIMUR,,BISNIS DIGITAL,S1,85.11
UPN “VETERAN” JAWA TIMUR,,TEKNIK MESIN,S1,84.32
UPN “VETERAN” JAWA TIMUR,,DESAIN KOMUNIKASI VISUAL,S1,83.98
UPN “VETERAN” JAWA TIMUR,,DESAIN INTERIOR,S1,83.55
UPN “VETERAN” JAWA TIMUR,,LINGUISTIK INDONESIA,S1,83.43
UPN “VETERAN” JAWA TIMUR,,FISIKA,S1,83.36
UPN “VETERAN” YOGYAKARTA,,TEKNIK KIMIA,D3,84.85
UPN “VETERAN” YOGYAKARTA,,TEKNIK PERTAMBANGAN,S1,90.76
UPN “VETERAN” YOGYAKARTA,,MANAJEMEN,S1,90.47
UPN “VETERAN” YOGYAKARTA,,AKUNTANSI,S1,89.86
UPN “VETERAN” YOGYAKARTA,,TEKNIK INFORMATIKA,S1,89.41
UPN “VETERAN” YOGYAKARTA,,ILMU KOMUNIKASI,S1,89.25
UPN “VETERAN” YOGYAKARTA,,TEKNIK PERMINYAKAN,S1,88.64
UPN “VETERAN” YOGYAKARTA,,ILMU ADMINISTRASI BISNIS,S1,88.41
UPN “VETERAN” YOGYAKARTA,,TEKNIK INDUSTRI,S1,88.28
UPN “VETERAN” YOGYAKARTA,,TEKNIK GEOLOGI,S1,88.26
UPN “VETERAN” YOGYAKARTA,,EKONOMI PEMBANGUNAN,S1,88.19
UPN “VETERAN” YOGYAKARTA,,HUBUNGAN MASYARAKAT,S1,87.93
UPN “VETERAN” YOGYAKARTA,,ILMU HUBUNGAN INTERNASIONAL,S1,87.64
UPN “VETERAN” YOGYAKARTA,,SISTEM INFORMASI,S1,87.31
UPN “VETERAN” YOGYAKARTA,,AGRIBISNIS,S1,87.3
UPN “VETERAN” YOGYAKARTA,,AGROTEKNOLOGI,S1,87.03
UPN “VETERAN” YOGYAKARTA,,TEKNIK LINGKUNGAN,S1,86.89
UPN “VETERAN” YOGYAKARTA,,METALURGI,S1,85.89
UPN “VETERAN” YOGYAKARTA,,TEKNIK GEOFISIKA,S1,85.2
UPN “VETERAN” YOGYAKARTA,,ILMU TANAH,S1,85.11
UPN “VETERAN” YOGYAKARTA,,TEKNIK GEOMATIKA,S1,84.87
UNIMA,,MANAJEMEN PEMASARAN,D3,83.12
UNIMA,,TEKNIK SIPIL,D3,81.84
UNIMA,,TEKNIK LISTRIK,D3,80.99
UNIMA,,TEKNOLOGI KAYU,D3,80.6
UNIMA,,PSIKOLOGI,S1,89.97
UNIMA,,MANAJEMEN S1,S1,89.91
UNIMA,,PGSD,S1,89.91
UNIMA,,TEKNIK INFORMATIKA,S1,89.62
UNIMA,,AKUNTANSI,S1,89.45
UNIMA,,ILMU KESEHATAN MASYARAKAT,S1,88.99
UNIMA,,ILMU HUKUM,S1,88.87
UNIMA,,ILMU ADM NEGARA,S1,88.75
UNIMA,,ILMU EKONOMI,S1,88.58
UNIMA,,PEND. BAHASA INDONESIA,S1,88.55
UNIMA,,BIMBINGAN KONSELING,S1,88.41
UNIMA,,PEND. BAH INGGRIS,S1,88.09
UNIMA,,PEND. INF./KOM,S1,87.81
UNIMA,,PEND. MATEMATIKA,S1,87.64
UNIMA,,PEND EKONOMI S1,S1,87.29
UNIMA,,PEND. BAHASA JEPANG,S1,87.2
UNIMA,,BAH & SASTRA INGGRIS,S1,86.85
UNIMA,,PENDIDIKAN SOSIOLOGI,S1,86.19
UNIMA,,PPKN,S1,85.94
UNIMA,,TEKNIK MESIN,S1,85.91
UNIMA,,PEND. BIOLOGI,S1,85.82
UNIMA,,"PEND. JASMANI, KES. REK",S1,85.78
UNIMA,,ARSITEKTUR,S1,85.5
UNIMA,,PEND. KEPELATIHAN OR,S1,85.35
UNIMA,,PENDIDIKAN IPA,S1,85.22
UNIMA,,PEND. ANAK USIA DINI,S1,85.13
UNIMA,,PEND GEOGRAFI,S1,85.1
UNIMA,,ILMU BIOLOGI,S1,84.84
UNIMA,,PEND. TEK ELEKTRO,S1,84.57
UNIMA,,ILMU KIMIA,S1,84.33
UNIMA,,PENDIDIKAN IPS,S1,84.12
UNIMA,,PEND. KIMIA,S1,83.66
UNIMA,,PEND. SEJARAH,S1,83.46
UNIMA,,PEND. SENI MUSIK,S1,83.38
UNIMA,,ILMU KEOLAHRAGAAN,S1,83.33
UNIMA,,PEND. SENI RUPA,S1,83.11
UNIMA,,ILMU GEOGRAFI,S1,82.88
UNIMA,,PEND. TEK MESIN,S1,82.84
UNIMA,,PEND. FISIKA,S1,82.83
UNIMA,,PEND. KES. KEL,S1,82.67
UNIMA,,PLB/P.KH,S1,81.94
UNIMA,,PEND. BAH. JERMAN,S1,81.67
UNIMA,,ILMU FISIKA,S1,81.14
UNIMA,,PEND. BAH. PERANCIS,S1,80.85
UNIMA,,PLS,S1,80.49
UNIMA,,PEND. TEK BANGUNAN,S1,80.26
UNIVERSITAS AIRLANGGA,UNAIR,KEPERAWATAN,D3,86.77
UNIVERSITAS AIRLANGGA,UNAIR,PERPAJAKAN,D3,85.86
UNIVERSITAS AIRLANGGA,UNAIR,AKUNTANSI,D3,84.89
UNIVERSITAS AIRLANGGA,UNAIR,MANAJEMEN PEMASARAN,D3,84.32
UNIVERSITAS AIRLANGGA,UNAIR,BAHASA INGGRIS,D3,83.16
UNIVERSITAS AIRLANGGA,UNAIR,TEKNOLOGI KESEHATAN GIGI,D4,89.79
UNIVERSITAS AIRLANGGA,UNAIR,TEKNOLOGI LABORATORIUM MEDIK,D4,89.69
UNIVERSITAS AIRLANGGA,UNAIR,TEKNOLOGI RADIOLOGI PENCITRAAN,D4,88.56
UNIVERSITAS AIRLANGGA,UNAIR,KESELAMATAN DAN KESEHATAN KERJA,D4,88.45
UNIVERSITAS AIRLANGGA,UNAIR,FISIOTERAPI,D4,87.17
UNIVERSITAS AIRLANGGA,UNAIR,MANAJEMEN PERKANTORAN DIGITAL,D4,86.62
UNIVERSITAS AIRLANGGA,UNAIR,TEKNIK INFORMATIKA,D4,86.56
UNIVERSITAS AIRLANGGA,UNAIR,PERBANKAN DAN KEUANGAN,D4,86.11
UNIVERSITAS AIRLANGGA,UNAIR,DESTINASI PARIWISATA,D4,85.87
UNIVERSITAS AIRLANGGA,UNAIR,MANAJEMEN PERHOTELAN,D4,85.83
UNIVERSITAS AIRLANGGA,UNAIR,KEARSIPAN DAN INFORMASI DIGITAL,D4,83.72
UNIVERSITAS AIRLANGGA,UNAIR,TEKNOLOGI VETERINER,D4,83.59
UNIVERSITAS AIRLANGGA,UNAIR,TEKNOLOGI REKAYASA INSTRUMENTASI DAN KONTROL,D4,83.48
UNIVERSITAS AIRLANGGA,UNAIR,PENGOBAT TRADISIONAL,D4,83.19
UNIVERSITAS AIRLANGGA,UNAIR,KEDOKTERAN,S1,92.93
UNIVERSITAS AIRLANGGA,UNAIR,KEDOKTERAN (FIKKIA BANYUWANGI),S1,91.71
UNIVERSITAS AIRLANGGA,UNAIR,PSIKOLOGI,S1,91.01
UNIVERSITAS AIRLANGGA,UNAIR,FARMASI,S1,90.9
UNIVERSITAS AIRLANGGA,UNAIR,MANAJEMEN,S1,90.7
UNIVERSITAS AIRLANGGA,UNAIR,ILMU HUKUM,S1,90.54
UNIVERSITAS AIRLANGGA,UNAIR,KESEHATAN MASYARAKAT,S1,89.52
UNIVERSITAS AIRLANGGA,UNAIR,KEDOKTERAN GIGI,S1,89.33
UNIVERSITAS AIRLANGGA,UNAIR,ILMU KOMUNIKASI,S1,89.02
UNIVERSITAS AIRLANGGA,UNAIR,ILMU HUBUNGAN INTERNASIONAL,S1,88.33
UNIVERSITAS AIRLANGGA,UNAIR,GIZI,S1,88.28
UNIVERSITAS AIRLANGGA,UNAIR,SISTEM INFORMASI,S1,87.98
UNIVERSITAS AIRLANGGA,UNAIR,BAHASA DAN SASTRA INGGRIS,S1,87.82
UNIVERSITAS AIRLANGGA,UNAIR,ADMINISTRASI PUBLIK,S1,87.59
UNIVERSITAS AIRLANGGA,UNAIR,EKONOMI PEMBANGUNAN,S1,87.55
UNIVERSITAS AIRLANGGA,UNAIR,KEDOKTERAN HEWAN,S1,87.41
UNIVERSITAS AIRLANGGA,UNAIR,TEKNIK INDUSTRI,S1,87.11
UNIVERSITAS AIRLANGGA,UNAIR,KEBIDANAN,S1,87.03
UNIVERSITAS AIRLANGGA,UNAIR,STATISTIKA,S1,86.96
UNIVERSITAS AIRLANGGA,UNAIR,EKONOMI ISLAM,S1,86.56
UNIVERSITAS AIRLANGGA,UNAIR,TEKNOLOGI SAINS DATA,S1,86.47
UNIVERSITAS AIRLANGGA,UNAIR,TEKNIK BIOMEDIS,S1,85.98
UNIVERSITAS AIRLANGGA,UNAIR,SOSIOLOGI,S1,85.83
UNIVERSITAS AIRLANGGA,UNAIR,TEKNIK LINGKUNGAN,S1,85.81
UNIVERSITAS AIRLANGGA,UNAIR,ILMU INFORMASI DAN PERPUSTAKAAN,S1,85.8
UNIVERSITAS AIRLANGGA,UNAIR,TEKNIK ROBOTIKA DAN KECERDASAN BUATAN,S1,85.44
UNIVERSITAS AIRLANGGA,UNAIR,ILMU POLITIK,S1,85.23
UNIVERSITAS AIRLANGGA,UNAIR,BAHASA DAN SASTRA INDONESIA,S1,85.11
UNIVERSITAS AIRLANGGA,UNAIR,BAHASA DAN SASTRA JEPANG,S1,85.04
UNIVERSITAS AIRLANGGA,UNAIR,BIOLOGI,S1,84.94
UNIVERSITAS AIRLANGGA,UNAIR,ANTROPOLOGI,S1,84.87
UNIVERSITAS AIRLANGGA,UNAIR,KESEHATAN MASYARAKAT (FIKKIA BANYUWANGI),S1,84.79
UNIVERSITAS AIRLANGGA,UNAIR,KEDOKTERAN HEWAN (FIKKIA BANYUWANGI),S1,84.71
UNIVERSITAS AIRLANGGA,UNAIR,TEKNIK ELEKTRO,S1,84.59
UNIVERSITAS AIRLANGGA,UNAIR,KIMIA,S1,84.54
UNIVERSITAS AIRLANGGA,UNAIR,ILMU SEJARAH,S1,84.42
UNIVERSITAS AIRLANGGA,UNAIR,MATEMATIKA,S1,84.35
UNIVERSITAS AIRLANGGA,UNAIR,TEKNOLOGI HASIL PERIKANAN,S1,84.13
UNIVERSITAS AIRLANGGA,UNAIR,REKAYASA NANOTEKNOLOGI,S1,83.88
UNIVERSITAS AIRLANGGA,UNAIR,AKUAKULTUR,S1,83.81
UNIVERSITAS AIRLANGGA,UNAIR,FISIKA,S1,83.28
UNIVERSITAS AIRLANGGA,UNAIR,AKUAKULTUR (FIKKIA BANYUWANGI),S1,83.04
UNIVERSITAS ANDALAS,UNAND,ADMINISTRASI PERKANTORAN,D3,84.83
UNIVERSITAS ANDALAS,UNAND,PERBANKAN DAN KEUANGAN,D3,84.74
UNIVERSITAS ANDALAS,UNAND,AKUNTANSI,D3,84.04
UNIVERSITAS ANDALAS,UNAND,MANAJEMEN PEMASARAN,D3,83.24
UNIVERSITAS ANDALAS,UNAND,KEDOKTERAN,S1,92.46
UNIVERSITAS ANDALAS,UNAND,FARMASI,S1,89.78
UNIVERSITAS ANDALAS,UNAND,STATISTIKA DAN SAINS DATA,S1,89.67
UNIVERSITAS ANDALAS,UNAND,HUKUM,S1,89.55
UNIVERSITAS ANDALAS,UNAND,MANAJEMEN,S1,89.39
UNIVERSITAS ANDALAS,UNAND,KESEHATAN MASYARAKAT,S1,89.35
UNIVERSITAS ANDALAS,UNAND,KEPERAWATAN,S1,88.95
UNIVERSITAS ANDALAS,UNAND,SISTEM INFORMASI,S1,88.92
UNIVERSITAS ANDALAS,UNAND,PSIKOLOGI,S1,88.77
UNIVERSITAS ANDALAS,UNAND,TEKNIK INDUSTRI,S1,88.52
UNIVERSITAS ANDALAS,UNAND,GIZI,S1,88.36
UNIVERSITAS ANDALAS,UNAND,ILMU KOMUNIKASI,S1,88.26
UNIVERSITAS ANDALAS,UNAND,KEDOKTERAN GIGI,S1,88.25
UNIVERSITAS ANDALAS,UNAND,TEKNIK SIPIL,S1,88.05
UNIVERSITAS ANDALAS,UNAND,KEBIDANAN,S1,87.96
UNIVERSITAS ANDALAS,UNAND,ADMINISTRASI PUBLIK,S1,87.93
UNIVERSITAS ANDALAS,UNAND,AGRIBISNIS,S1,87.73
UNIVERSITAS ANDALAS,UNAND,TEKNIK KOMPUTER,S1,87.44
UNIVERSITAS ANDALAS,UNAND,INFORMATIKA,S1,87.35
UNIVERSITAS ANDALAS,UNAND,TEKNIK LINGKUNGAN,S1,87.22
UNIVERSITAS ANDALAS,UNAND,EKONOMI,S1,87.14
UNIVERSITAS ANDALAS,UNAND,HUBUNGAN INTERNASIONAL,S1,87.0
UNIVERSITAS ANDALAS,UNAND,ILMU BIOMEDIS,S1,86.95
UNIVERSITAS ANDALAS,UNAND,TEKNIK ELEKTRO,S1,86.65
UNIVERSITAS ANDALAS,UNAND,TEKNIK MESIN,S1,86.54
UNIVERSITAS ANDALAS,UNAND,PETERNAKAN,S1,86.52
UNIVERSITAS ANDALAS,UNAND,AGROTEKNOLOGI,S1,86.4
UNIVERSITAS ANDALAS,UNAND,SASTRA INGGRIS,S1,86.28
UNIVERSITAS ANDALAS,UNAND,KIMIA,S1,86.25
UNIVERSITAS ANDALAS,UNAND,SOSIOLOGI,S1,86.11
UNIVERSITAS ANDALAS,UNAND,ANTROPOLOGI SOSIAL,S1,86.0
UNIVERSITAS ANDALAS,UNAND,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,S1,85.86
UNIVERSITAS ANDALAS,UNAND,ILMU POLITIK,S1,85.85
UNIVERSITAS ANDALAS,UNAND,TEKNIK PERTANIAN DAN BIOSISTEM,S1,85.84
UNIVERSITAS ANDALAS,UNAND,TEKNOLOGI INDUSTRI PERTANIAN,S1,85.83
UNIVERSITAS ANDALAS,UNAND,ILMU TANAH,S1,85.63
UNIVERSITAS ANDALAS,UNAND,MANAJEMEN (KAMPUS 2 PAYAKUMBUH),S1,85.5
UNIVERSITAS ANDALAS,UNAND,SASTRA JEPANG,S1,85.38
UNIVERSITAS ANDALAS,UNAND,AGROEKOTEKNOLOGI,S1,85.09
UNIVERSITAS ANDALAS,UNAND,MATEMATIKA,S1,85.04
UNIVERSITAS ANDALAS,UNAND,ARSITEKTUR,S1,85.03
UNIVERSITAS ANDALAS,UNAND,PROTEKSI TANAMAN,S1,85.01
UNIVERSITAS ANDALAS,UNAND,BIOLOGI,S1,84.8
UNIVERSITAS ANDALAS,UNAND,PENYULUHAN PERTANIAN,S1,84.52
UNIVERSITAS ANDALAS,UNAND,SASTRA INDONESIA,S1,84.17
UNIVERSITAS ANDALAS,UNAND,SEJARAH,S1,84.05
UNIVERSITAS ANDALAS,UNAND,EKONOMI PEMBANGUNAN (KAMPUS PAYAKUMBUH),S1,83.84
UNIVERSITAS ANDALAS,UNAND,FISIKA,S1,83.75
UNIVERSITAS ANDALAS,UNAND,KEWIRAUSAHAAN,S1,83.74
UNIVERSITAS ANDALAS,UNAND,EKONOMI ISLAM,S1,83.28
UNIVERSITAS ANDALAS,UNAND,PETERNAKAN ( KAMPUS II PAYAKUMBUH),S1,83.08
UNIVERSITAS ANDALAS,UNAND,SASTRA MINANGKABAU,S1,83.0
UNIVERSITAS BANGKA BELITUNG,UBB,KEPERAWATAN,D3,86.57
UNIVERSITAS BANGKA BELITUNG,UBB,KEDOKTERAN,S1,91.11
UNIVERSITAS BANGKA BELITUNG,UBB,TEKNIK PERTAMBANGAN,S1,89.55
UNIVERSITAS BANGKA BELITUNG,UBB,MANAJEMEN,S1,87.92
UNIVERSITAS BANGKA BELITUNG,UBB,TEKNOLOGI INFORMASI,S1,87.88
UNIVERSITAS BANGKA BELITUNG,UBB,HUKUM,S1,87.79
UNIVERSITAS BANGKA BELITUNG,UBB,AKUNTANSI,S1,87.12
UNIVERSITAS BANGKA BELITUNG,UBB,BISNIS DIGITAL,S1,86.9
UNIVERSITAS BANGKA BELITUNG,UBB,TEKNIK MESIN,S1,86.81
UNIVERSITAS BANGKA BELITUNG,UBB,TEKNIK ELEKTRO,S1,86.68
UNIVERSITAS BANGKA BELITUNG,UBB,AGRIBISNIS,S1,85.81
UNIVERSITAS BANGKA BELITUNG,UBB,SOSIOLOGI,S1,85.44
UNIVERSITAS BANGKA BELITUNG,UBB,EKONOMI,S1,84.71
UNIVERSITAS BANGKA BELITUNG,UBB,AGROTEKNOLOGI,S1,84.52
UNIVERSITAS BANGKA BELITUNG,UBB,TEKNIK SIPIL,S1,84.44
UNIVERSITAS BANGKA BELITUNG,UBB,PERENCANAAN WILAYAH DAN KOTA,S1,84.38
UNIVERSITAS BANGKA BELITUNG,UBB,SASTRA INGGRIS,S1,84.05
UNIVERSITAS BANGKA BELITUNG,UBB,ILMU POLITIK,S1,84.0
UNIVERSITAS BANGKA BELITUNG,UBB,BIOLOGI,S1,83.99
UNIVERSITAS BANGKA BELITUNG,UBB,MANAJEMEN SUMBERDAYA PERAIRAN,S1,83.58
UNIVERSITAS BANGKA BELITUNG,UBB,ILMU KELAUTAN,S1,82.34
UNIVERSITAS BANGKA BELITUNG,UBB,MATEMATIKA,S1,82.21
UNIVERSITAS BANGKA BELITUNG,UBB,ARSITEKTUR,S1,81.96
UNIVERSITAS BANGKA BELITUNG,UBB,AKUAKULTUR,S1,81.08
UNIVERSITAS BANGKA BELITUNG,UBB,KIMIA,S1,80.66
UNIVERSITAS BANGKA BELITUNG,UBB,PERIKANAN TANGKAP,S1,80.64
UNIVERSITAS BANGKA BELITUNG,UBB,FISIKA,S1,80.32
UNIVERSITAS BENGKULU,UNIB,KEPERAWATAN,D3,88.5
UNIVERSITAS BENGKULU,UNIB,KEBIDANAN,D3,87.76
UNIVERSITAS BENGKULU,UNIB,FARMASI,D3,86.58
UNIVERSITAS BENGKULU,UNIB,LABORATORIUM SAINS,D3,81.88
UNIVERSITAS BENGKULU,UNIB,AKUNTANSI,D3,80.95
UNIVERSITAS BENGKULU,UNIB,KEDOKTERAN,S1,91.39
UNIVERSITAS BENGKULU,UNIB,INFORMATIKA,S1,90.1
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN GURU SEKOLAH DASAR,S1,89.96
UNIVERSITAS BENGKULU,UNIB,MANAJEMEN,S1,89.74
UNIVERSITAS BENGKULU,UNIB,HUKUM,S1,89.67
UNIVERSITAS BENGKULU,UNIB,ILMU KOMUNIKASI,S1,88.68
UNIVERSITAS BENGKULU,UNIB,BIMBINGAN DAN KONSELING,S1,88.1
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN BAHASA INDONESIA,S1,88.1
UNIVERSITAS BENGKULU,UNIB,ADMINISTRASI PUBLIK,S1,88.01
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN BAHASA INGGRIS,S1,87.64
UNIVERSITAS BENGKULU,UNIB,SISTEM INFORMASI,S1,87.55
UNIVERSITAS BENGKULU,UNIB,TEKNIK SIPIL,S1,87.51
UNIVERSITAS BENGKULU,UNIB,AGRIBISNIS,S1,87.28
UNIVERSITAS BENGKULU,UNIB,SOSIOLOGI,S1,87.05
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,86.53
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN MATEMATIKA,S1,86.19
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN JASMANI,S1,86.15
UNIVERSITAS BENGKULU,UNIB,EKONOMI PEMBANGUNAN,S1,85.11
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN BIOLOGI,S1,84.98
UNIVERSITAS BENGKULU,UNIB,AGROEKOTEKNOLOGI,S1,84.87
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN IPA,S1,84.86
UNIVERSITAS BENGKULU,UNIB,KESEJAHTERAAN SOSIAL,S1,84.28
UNIVERSITAS BENGKULU,UNIB,ILMU PERPUSTAKAAN,S1,84.27
UNIVERSITAS BENGKULU,UNIB,TEKNOLOGI INDUSTRI PERTANIAN,S1,84.18
UNIVERSITAS BENGKULU,UNIB,KEHUTANAN,S1,84.01
UNIVERSITAS BENGKULU,UNIB,TEKNIK MESIN,S1,83.93
UNIVERSITAS BENGKULU,UNIB,STATISTIKA,S1,83.53
UNIVERSITAS BENGKULU,UNIB,PETERNAKAN,S1,83.43
UNIVERSITAS BENGKULU,UNIB,JURNALISTIK,S1,83.27
UNIVERSITAS BENGKULU,UNIB,TEKNIK ELEKTRO,S1,83.18
UNIVERSITAS BENGKULU,UNIB,ARSITEKTUR,S1,83.15
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN KIMIA,S1,83.11
UNIVERSITAS BENGKULU,UNIB,GEOFISIKA,S1,82.89
UNIVERSITAS BENGKULU,UNIB,MATEMATIKA,S1,82.76
UNIVERSITAS BENGKULU,UNIB,ILMU KELAUTAN,S1,82.36
UNIVERSITAS BENGKULU,UNIB,BIOLOGI,S1,82.34
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN FISIKA,S1,82.05
UNIVERSITAS BENGKULU,UNIB,ILMU TANAH,S1,81.71
UNIVERSITAS BENGKULU,UNIB,KIMIA,S1,81.61
UNIVERSITAS BENGKULU,UNIB,PENDIDIKAN NONFORMAL,S1,81.44
UNIVERSITAS BENGKULU,UNIB,PROTEKSI TANAMAN,S1,81.21
UNIVERSITAS BENGKULU,UNIB,ILMU LINGKUNGAAN,S1,80.78
UNIVERSITAS BENGKULU,UNIB,FISIKA,S1,80.47
UNIVERSITAS BORNEO TARAKAN,UBT,KEBIDANAN,D3,80.33
UNIVERSITAS BORNEO TARAKAN,UBT,MANAJEMEN,S1,87.96
UNIVERSITAS BORNEO TARAKAN,UBT,KEPERAWATAN,S1,87.64
UNIVERSITAS BORNEO TARAKAN,UBT,PENDIDIKAN GURU SEKOLAH DASAR,S1,87.19
UNIVERSITAS BORNEO TARAKAN,UBT,TEKNIK KOMPUTER,S1,87.01
UNIVERSITAS BORNEO TARAKAN,UBT,HUKUM,S1,86.98
UNIVERSITAS BORNEO TARAKAN,UBT,AKUNTANSI,S1,86.14
UNIVERSITAS BORNEO TARAKAN,UBT,KEDOKTERAN,S1,86.11
UNIVERSITAS BORNEO TARAKAN,UBT,BIMBINGAN DAN KONSELING,S1,85.47
UNIVERSITAS BORNEO TARAKAN,UBT,TEKNIK SIPIL,S1,85.23
UNIVERSITAS BORNEO TARAKAN,UBT,HUKUM BISNIS,S1,85.08
UNIVERSITAS BORNEO TARAKAN,UBT,PSIKOLOGI,S1,84.45
UNIVERSITAS BORNEO TARAKAN,UBT,EKONOMI PEMBANGUNAN,S1,84.23
UNIVERSITAS BORNEO TARAKAN,UBT,AGRIBISNIS,S1,84.11
UNIVERSITAS BORNEO TARAKAN,UBT,PENDIDIKAN BAHASA INDONESIA,S1,84.07
UNIVERSITAS BORNEO TARAKAN,UBT,TEKNIK ELEKTRO,S1,83.7
UNIVERSITAS BORNEO TARAKAN,UBT,TEKNIK MESIN,S1,83.32
UNIVERSITAS BORNEO TARAKAN,UBT,PENDIDIKAN BAHASA INGGRIS,S1,83.14
UNIVERSITAS BORNEO TARAKAN,UBT,AGROTEKNOLOGI,S1,81.91
UNIVERSITAS BORNEO TARAKAN,UBT,PENDIDIKAN MATEMATIKA,S1,81.79
UNIVERSITAS BORNEO TARAKAN,UBT,PENDIDIKAN BIOLOGI,S1,81.7
UNIVERSITAS BORNEO TARAKAN,UBT,TEKNOLOGI HASIL PERIKANAN,S1,80.93
UNIVERSITAS BORNEO TARAKAN,UBT,MANAJEMEN SUMBER DAYA PERAIRAN,S1,80.14
UNIVERSITAS BORNEO TARAKAN,UBT,AKUAKULTUR,S1,80.12
UNIVERSITAS BRAWIJAYA,UB,ADMINISTRASI BISNIS,D3,87.45
UNIVERSITAS BRAWIJAYA,UB,KEUANGAN DAN PERBANKAN,D3,85.73
UNIVERSITAS BRAWIJAYA,UB,TEKNOLOGI INFORMASI,D3,85.43
UNIVERSITAS BRAWIJAYA,UB,MANAJEMEN PERHOTELAN,D4,87.46
UNIVERSITAS BRAWIJAYA,UB,DESAIN GRAFIS,D4,87.04
UNIVERSITAS BRAWIJAYA,UB,KEDOKTERAN,S1,93.82
UNIVERSITAS BRAWIJAYA,UB,TEKNIK INFORMATIKA,S1,91.74
UNIVERSITAS BRAWIJAYA,UB,ILMU HUKUM,S1,90.88
UNIVERSITAS BRAWIJAYA,UB,MANAJEMEN,S1,90.77
UNIVERSITAS BRAWIJAYA,UB,PSIKOLOGI,S1,90.73
UNIVERSITAS BRAWIJAYA,UB,AKUNTANSI,S1,90.72
UNIVERSITAS BRAWIJAYA,UB,FARMASI,S1,90.66
UNIVERSITAS BRAWIJAYA,UB,ILMU KOMUNIKASI,S1,90.63
UNIVERSITAS BRAWIJAYA,UB,ILMU KEPERAWATAN,S1,90.42
UNIVERSITAS BRAWIJAYA,UB,SISTEM INFORMASI,S1,90.4
UNIVERSITAS BRAWIJAYA,UB,ADMINISTRASI PUBLIK,S1,90.34
UNIVERSITAS BRAWIJAYA,UB,HUBUNGAN INTERNASIONAL,S1,90.29
UNIVERSITAS BRAWIJAYA,UB,PERPAJAKAN,S1,90.25
UNIVERSITAS BRAWIJAYA,UB,TEKNIK INDUSTRI,S1,90.19
UNIVERSITAS BRAWIJAYA,UB,ILMU GIZI,S1,90.14
UNIVERSITAS BRAWIJAYA,UB,TEKNOLOGI PANGAN,S1,90.13
UNIVERSITAS BRAWIJAYA,UB,"EKONOMI, KEUANGAN DAN PERBANKAN",S1,90.11
UNIVERSITAS BRAWIJAYA,UB,AGROEKOTEKNOLOGI,S1,90.02
UNIVERSITAS BRAWIJAYA,UB,PENDIDIKAN DOKTER GIGI,S1,89.87
UNIVERSITAS BRAWIJAYA,UB,AGRIBISNIS,S1,89.86
UNIVERSITAS BRAWIJAYA,UB,PARIWISATA,S1,89.47
UNIVERSITAS BRAWIJAYA,UB,KEBIDANAN,S1,89.42
UNIVERSITAS BRAWIJAYA,UB,TEKNIK SIPIL,S1,89.23
UNIVERSITAS BRAWIJAYA,UB,PETERNAKAN,S1,89.21
UNIVERSITAS BRAWIJAYA,UB,ARSITEKTUR,S1,89.19
UNIVERSITAS BRAWIJAYA,UB,SASTRA INGGRIS,S1,89.11
