nama,jurusan_sma,nilai_sem1,nilai_sem2,nilai_sem3,nilai_sem4,nilai_sem5,rata_rata,nama_sekolah,ranking,akreditasi,indeks_sekolah,kuota_eligible,provinsi,nilai_berbobot,target_ptn,target_prodi,target_jenjang,passing_grade,daya_tampung_2026,peminat_2025,rasio_keketatan,target_lulus_snbp
Siswa_403,IPA,89.6,90.2,89.0,88.3,88.1,89.04,SMAS ST MARIA 1 BANDUNG,221,B,96.7,0.25,JAWA BARAT,86.1,UNIVERSITAS HALUOLEO,PENYULUHAN PERTANIAN,Sarjana,84.23,30,53.0,0.566,1
Siswa_404,IPS,77.1,80.9,81.2,81.1,81.8,80.42,SMAN 4 SURAKARTA,154,B,97.7,0.25,JAWA TENGAH,78.57,UNIVERSITAS JAMBI,AGROBISNIS,Diploma Tiga,81.01,10,11.0,0.9091,0
Siswa_405,IPA,80.1,76.6,76.1,76.1,75.1,76.8,SMAN 1 PURWOSARI,665,C,90.03,0.05,JAWA TIMUR,69.14,ISI BALI,TARI,Sarjana,86.07,26,38.0,0.6842,0
Siswa_406,IPS,89.7,93.8,97.4,99.2,100.0,96.02,SMAS UNGGUL DEL,12,A,99.83,0.4,SUMATERA UTARA,95.86,UNIVERSITAS GADJAH MADA,BAHASA DAN KEBUDAYAAN KOREA,Sarjana,89.46,18,224.0,0.0804,0
Siswa_407,IPA,80.1,78.2,76.8,82.5,82.0,79.92,SMAS AL IRSYAD AL ISLAMIYYAH,133,B,98.02,0.25,JAWA TENGAH,78.34,UNIVERSITAS NEGERI SURABAYA,ILMU ADMINISTRASI NEGARA (PSDKU MAGETAN),Sarjana,80.81,33,212.0,0.1557,0
Siswa_408,IPA,83.9,84.3,87.1,86.7,87.1,85.82,SMAN 1 DURENAN,994,C,85.09,0.05,JAWA TIMUR,73.02,UNIVERSITAS MULAWARMAN,PENDIDIKAN BIOLOGI,Sarjana,85.77,24,97.0,0.2474,1
Siswa_409,IPS,87.8,87.9,90.7,90.8,91.4,89.72,SMA ISLAM AL-AZHAR 8,304,B,95.45,0.25,JAWA BARAT,85.64,UNIVERSITAS SINGAPERBANGSA KARAWANG,AGROTEKNOLOGI,Sarjana,83.33,81,325.0,0.2492,1
Siswa_410,IPA,80.2,82.3,87.0,87.9,89.6,85.4,SMAN 1 CILEUNGSI,293,B,95.62,0.25,JAWA BARAT,81.66,UNIVERSITAS JAMBI,AGRIBISNIS,Sarjana,87.78,73,385.0,0.1896,0
Siswa_411,IPA,85.5,83.3,83.5,85.3,85.8,84.68,SMAN 11 TANGERANG,975,C,85.38,0.05,BANTEN,72.3,POLITEKNIK NEGERI BANJARMASIN,TEKNIK INFORMATIKA,Diploma Tiga,86.07,60,124.0,0.4839,0
Siswa_412,IPS,78.3,80.3,82.7,84.2,84.3,81.96,SMAN 2 MAGELANG,300,B,95.51,0.25,JAWA TENGAH,78.28,UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN BAHASA JEPANG,Sarjana,86.12,20,305.0,0.0656,0
Siswa_413,IPS,82.0,87.0,92.6,96.2,97.3,91.02,SMKN 2 BUDURAN,740,C,88.9,0.05,JAWA TIMUR,80.92,UNIVERSITAS INDONESIA,KESEHATAN LINGKUNGAN,Sarjana,87.38,13,221.0,0.0588,0
Siswa_414,IPA,86.6,84.9,84.6,80.8,80.9,83.56,SMAN 19 BATAM,783,C,88.26,0.05,KEPULAUAN RIAU,73.75,POLITEKNIK NEGERI PADANG,TEKNIK ELEKTRONIKA,Diploma Tiga,86.07,34,111.0,0.3063,0
Siswa_415,IPS,77.0,78.4,76.3,72.6,72.1,75.28,SMAS REGINA PACIS,43,A,99.37,0.4,JAWA BARAT,74.81,UNIVERSITAS SAM RATULANGI,TEKNIK LINGKUNGAN,Sarjana,84.81,16,65.0,0.2462,0
Siswa_416,IPA,87.2,86.9,84.1,84.1,83.0,85.06,SMAN 2 BATU,944,C,85.84,0.05,JAWA TIMUR,73.02,UNIVERSITAS CENDERAWASIH,TEKNIK ELEKTRO,Sarjana,85.53,13,31.0,0.4194,0
Siswa_417,IPA,84.9,86.8,89.2,92.4,94.9,89.64,SMAN 4 JAKARTA,343,B,94.86,0.25,DKI JAKARTA,85.03,UNIVERSITAS PADJADJARAN,ILMU HUBUNGAN INTERNASIONAL,Sarjana,89.56,28,752.0,0.0372,0
Siswa_418,IPA,87.8,88.8,86.0,83.9,83.3,85.96,SMA EDU GLOBAL,326,B,95.12,0.25,JAWA BARAT,81.77,UNIVERSITAS SUMATERA UTARA,TEKNIK SIPIL,Sarjana,88.23,38,835.0,0.0455,0
Siswa_419,IPS,86.1,85.8,86.1,81.1,81.2,84.06,SMAN 2 SANGATTA UTARA,814,C,87.79,0.05,KALIMANTAN TIMUR,73.8,UNIVERSITAS INDONESIA,TEKNIK KOMPUTER,Sarjana,90.13,22,488.0,0.0451,0
Siswa_420,IPS,91.8,93.8,95.7,97.8,98.9,95.6,SMAN 5 PURWOKERTO,498,C,92.54,0.05,JAWA TENGAH,88.47,UNIVERSITAS DIPONEGORO,KIMIA,Sarjana,87.03,63,515.0,0.1223,1
Siswa_421,IPS,85.6,90.2,91.6,93.1,96.0,91.3,SMAN 1 WONOGIRI,364,B,94.55,0.25,JAWA TENGAH,86.32,UNIVERSITAS DIPONEGORO,TEKNIK LINGKUNGAN,Sarjana,88.9,44,768.0,0.0573,0
Siswa_422,IPS,82.9,83.5,85.3,84.1,85.7,84.3,SMAN 2 MEDAN,891,C,86.64,0.05,SUMATERA UTARA,73.04,UNIVERSITAS TANJUNGPURA,PEND. KIMIA,Sarjana,84.52,20,89.0,0.2247,0
Siswa_423,IPA,85.6,88.1,89.5,88.5,88.8,88.1,MAN 1 JEMBER,427,C,93.6,0.05,JAWA TIMUR,82.46,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG,TEKNIK PERAWATAN DAN PERBAIKAN MESIN,Diploma Tiga,86.07,36,51.0,0.7059,0
Siswa_424,IPA,87.7,86.1,89.7,88.7,89.6,88.36,SMAN 6 YOGYAKARTA,21,A,99.7,0.4,DI YOGYAKARTA,88.09,UIN ALAUDDIN,SISTEM INFORMASI,Sarjana,86.07,45,185.0,0.2432,1
Siswa_425,IPA,85.2,84.3,83.4,84.6,85.0,84.5,SMAN 1 MEJAYAN,407,C,93.9,0.05,JAWA TIMUR,79.35,POLITEKNIK NEGERI MALANG,MANAJEMEN PEMASARAN,Sarjana Terapan,86.07,67,306.0,0.219,0
Siswa_426,IPA,85.2,87.1,86.8,86.5,87.8,86.68,SMA NEGERI 1 TAYU,619,C,90.72,0.05,JAWA TENGAH,78.64,UNIVERSITAS NEGERI JAKARTA,ILMU KOMUNIKASI,Sarjana,90.77,16,1429.0,0.0112,0
Siswa_427,IPA,81.5,85.5,84.9,86.9,87.0,85.16,MAN 2 PONTIANAK,336,B,94.97,0.25,KALIMANTAN BARAT,80.88,UNIVERSITAS AIRLANGGA,MANAJEMEN,Sarjana,90.7,56,1001.0,0.0559,0
Siswa_428,IPS,81.7,83.4,86.1,81.3,81.8,82.86,SMAN 1 SUMBAWA BESAR,815,C,87.78,0.05,NUSA TENGGARA BARAT,72.73,UNIVERSITAS NEGERI MAKASSAR,SASTRA INDONESIA,Sarjana,85.86,55,87.0,0.6322,0
Siswa_429,IPA,78.0,78.4,81.2,80.4,81.6,79.92,SMAN 54 JAKARTA,117,B,98.26,0.25,DKI JAKARTA,78.53,INSTITUT TEKNOLOGI SUMATERA,TEKNOLOGI PANGAN,Sarjana,88.96,51,455.0,0.1121,0
Siswa_430,IPA,93.7,94.7,96.6,95.4,94.3,94.94,SMAN 1 MUNTILAN,124,B,98.15,0.25,JAWA TENGAH,93.18,ISI SURAKARTA,KRIYA,Sarjana,86.07,28,25.0,1.12,1
Siswa_431,IPA,78.8,77.3,80.6,81.1,80.5,79.66,SMAS IT THORIQ BIN ZIYAD,399,B,94.02,0.25,JAWA BARAT,74.9,UNIVERSITAS UDAYANA,ARSITEKTUR LANSKAP,Sarjana,81.2,15,37.0,0.4054,0
Siswa_432,IPS,81.5,83.7,82.4,82.3,80.8,82.14,SMAS SF Assisi Samarinda,793,C,88.11,0.05,KALIMANTAN TIMUR,72.37,UNIVERSITAS SULTAN AGENG TIRTAYASA,ILMU KEOLAHRAGAAN,Sarjana,85.89,20,154.0,0.1299,0
Siswa_433,IPS,81.4,84.2,88.5,91.1,92.5,87.54,SMA IT FITHRAH INSANI,804,C,87.94,0.05,JAWA BARAT,76.98,POLITEKNIK NEGERI JEMBER,MANAJEMEN PEMASARAN INTERNASIONAL,Sarjana Terapan,86.07,83,135.0,0.6148,0
Siswa_434,IPA,89.5,89.6,93.6,90.9,91.7,91.06,SMAN 25 BANDUNG,715,C,89.28,0.05,JAWA BARAT,81.3,UNIVERSITAS SRIWIJAYA,ILMU KELAUTAN,Sarjana,84.6,36,142.0,0.2535,1
Siswa_435,IPA,83.5,83.6,86.1,87.1,88.9,85.84,SMAS KOLESE DE BRITTO DEPOK,51,A,99.25,0.4,DI YOGYAKARTA,85.2,UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN BIOLOGI,Sarjana,85.7,60,83.0,0.7229,1
Siswa_436,IPS,91.2,92.8,97.3,99.5,100.0,96.16,SMAN 19 BATAM,783,C,88.26,0.05,KEPULAUAN RIAU,84.87,UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,85.36,24,213.0,0.1127,0
Siswa_437,IPA,81.6,81.8,79.4,84.2,85.9,82.58,MAS AL IRSYAD,324,B,95.15,0.25,JAWA TENGAH,78.57,POLITEKNIK NEGERI TANAH LAUT,PENGEMBANGAN PRODUK AGROINDUSTRI,Sarjana Terapan,86.07,27,64.0,0.4219,0
Siswa_438,IPS,86.4,87.3,87.2,87.3,86.3,86.9,SMAN 7 KEDIRI,789,C,88.17,0.05,JAWA TIMUR,76.62,UNIVERSITAS SULTAN AGENG TIRTAYASA,ILMU KELAUTAN,Sarjana,87.01,44,207.0,0.2126,0
Siswa_439,IPS,80.8,86.0,85.6,87.2,86.9,85.3,SMAN 6 JAKARTA,141,B,97.9,0.25,DKI JAKARTA,83.51,UNIVERSITAS AIRLANGGA,KEDOKTERAN HEWAN,Sarjana,87.41,48,383.0,0.1253,0
Siswa_440,IPA,95.7,96.2,98.7,96.1,96.1,96.56,SMAN 100 JAKARTA,470,C,92.96,0.05,DKI JAKARTA,89.76,UNIVERSITAS SAMUDRA,FISIKA,Sarjana,80.06,12,6.0,2.0,1
Siswa_441,IPA,79.1,79.3,78.2,74.5,74.0,77.02,SMAN 15 TANGERANG,787,C,88.2,0.05,BANTEN,67.93,UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN BAHASA PRANCIS,Sarjana,83.11,24,148.0,0.1622,0
Siswa_442,IPS,86.5,86.3,88.8,91.5,92.3,89.08,SMKN 3 KOTA BEKASI,802,C,87.97,0.05,JAWA BARAT,78.36,UNIVERSITAS NEGERI YOGYAKARTA,TEKNOLOGI PENDIDIKAN,Sarjana,84.98,16,127.0,0.126,0
Siswa_443,IPA,88.2,90.7,94.4,95.4,94.9,92.72,SMAN 1 GRESIK,334,B,95.0,0.25,JAWA TIMUR,88.08,UNIVERSITAS NEGERI SURABAYA,BIOSAINS HEWAN,Sarjana,87.83,30,26.0,1.1538,1
Siswa_444,IPA,87.1,87.7,90.1,93.5,94.5,90.58,SMAN 1 TAWANGSARI,893,C,86.61,0.05,JAWA TENGAH,78.45,POLITEKNIK NEGERI MEDIA KREATIF,PENYIARAN,Diploma Tiga,86.07,64,328.0,0.1951,0
Siswa_445,IPS,84.1,83.8,85.3,83.6,82.5,83.86,SMAN 1 CERME,964,C,85.54,0.05,JAWA TIMUR,71.73,UNIVERSITAS CENDERAWASIH,TEKNIK SIPIL,Sarjana,82.6,13,96.0,0.1354,1
Siswa_446,IPS,84.4,88.0,87.0,89.1,90.4,87.78,SMAS IT AL BINA,373,B,94.41,0.25,JAWA BARAT,82.87,UNIVERSITAS LAMPUNG,PENDIDIKAN MUSIK,Sarjana,81.75,35,44.0,0.7955,1
Siswa_447,IPS,85.2,89.1,88.4,93.1,94.7,90.1,SMAN 5 MADIUN,564,C,91.55,0.05,JAWA TIMUR,82.49,UNIVERSITAS JAMBI,TEKNOLOGI HASIL PERIKANAN,Sarjana,80.72,10,174.5,0.2013,1
Siswa_448,IPS,84.3,84.1,87.6,89.4,89.5,86.98,SMAN 1 BONTANG,494,C,92.6,0.05,KALIMANTAN TIMUR,80.54,UNIVERSITAS NEGERI MALANG,PENDIDIKAN NONFORMAL,Sarjana,86.07,76,129.0,0.5891,0
Siswa_449,IPA,89.8,87.1,89.6,91.2,91.0,89.74,SMA NEGERI 1 KALIBAWANG,539,C,91.92,0.05,DI YOGYAKARTA,82.49,UNIVERSITAS SEBELAS MARET,ILMU TANAH,Sarjana,87.23,26,227.0,0.1145,0
Siswa_450,IPA,96.1,99.1,100.0,100.0,99.8,99.0,SMAN 8 DEPOK,669,C,89.97,0.05,JAWA BARAT,89.07,UNIVERSITAS ANDALAS,ADMINISTRASI PUBLIK,Sarjana,87.93,30,452.0,0.0664,1
Siswa_451,IPS,82.2,81.8,82.0,79.9,79.5,81.08,SMKN 1 MALANG,751,C,88.74,0.05,JAWA TIMUR,71.95,POLITEKNIK NEGERI BALIKPAPAN,PENGELOLAAN PERHOTELAN,Sarjana Terapan,86.07,40,53.0,0.7547,0
Siswa_452,IPA,78.2,80.7,77.7,81.4,82.7,80.14,SMAN 10 PADANG,156,B,97.67,0.25,SUMATERA BARAT,78.27,UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA JERMAN,Sarjana,82.16,32,175.0,0.1829,1
Siswa_453,IPA,84.6,81.6,80.5,80.3,78.8,81.16,SMAN 3 BOGOR,291,B,95.65,0.25,JAWA BARAT,77.63,UNIVERSITAS PATTIMURA,PEND. FISIKA,Sarjana,82.81,24,18.0,1.3333,0
Siswa_454,IPS,97.9,100.0,100.0,100.0,100.0,99.58,SMAN 10 BOGOR,648,C,90.29,0.05,JAWA BARAT,89.91,UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN SOSIOLOGI,Sarjana,87.54,38,337.0,0.1128,1
Siswa_455,IPA,81.0,79.6,78.0,75.9,74.6,77.82,SMAS STELLA DUCE 1,144,B,97.85,0.25,DI YOGYAKARTA,76.15,UNIVERSITAS NEGERI MANADO,PEND. KIMIA,Sarjana,86.07,18,14.0,1.2857,0
Siswa_456,IPA,93.2,95.7,97.0,95.7,95.5,95.42,SMAN 58 JAKARTA,106,B,98.42,0.25,DKI JAKARTA,93.91,UNIVERSITAS ANDALAS,MANAJEMEN PEMASARAN,Diploma Tiga,83.24,20,76.0,0.2632,1
Siswa_457,IPA,93.4,94.4,97.4,100.0,100.0,97.04,SMAS BPI 1 BANDUNG,420,C,93.71,0.05,JAWA BARAT,90.94,POLITEKNIK NEGERI BALI,MANAJEMEN BISNIS PARIWISATA,Sarjana Terapan,86.07,60,365.0,0.1644,1
Siswa_458,IPA,82.2,81.3,79.8,80.1,78.9,80.46,SMA Negeri 4 Pekalongan,670,C,89.95,0.05,JAWA TENGAH,72.37,UNIVERSITAS MARITIM RAJA ALI HAJI,KEDOKTERAN,Sarjana,90.24,25,289.0,0.0865,0
Siswa_459,IPA,87.8,88.0,89.4,93.3,93.8,90.46,SMAN 2 BANDAR LAMPUNG,658,C,90.14,0.05,LAMPUNG,81.54,UNIVERSITAS PAPUA,PENDIDIKAN BAHASA INGGRIS,Sarjana,84.36,30,11.0,2.7273,0
Siswa_460,IPA,93.1,95.5,98.4,99.2,99.3,97.1,SMA KATOLIK ST.LOUIS 1,2,A,99.98,0.4,JAWA TIMUR,97.08,UNIVERSITAS NEGERI SEMARANG,TEKNIK KOMPUTER,Sarjana,87.65,13,382.0,0.034,1
Siswa_461,IPA,83.1,84.3,85.3,82.7,84.2,83.92,MAN KOTA MAGELANG,945,C,85.83,0.05,JAWA TENGAH,72.03,UIN WALISONGO,TEKNIK LINGKUNGAN,Sarjana,86.07,70,157.0,0.4459,0
Siswa_462,IPS,84.0,86.2,92.9,95.7,97.7,91.3,SMAN 1 CIKARANG PUSAT,589,C,91.17,0.05,JAWA BARAT,83.24,UNIVERSITAS NEGERI MALANG,BAHASA DAN SASTRA INDONESIA,Sarjana,87.5,45,364.0,0.1236,0
Siswa_463,IPS,82.1,87.0,84.7,84.5,84.3,84.52,SMA NEGERI 10,644,C,90.35,0.05,JAWA TENGAH,76.36,"UPN ""VETERAN"" JAKARTA",SAINS INFORMASI,Sarjana,86.07,24,352.0,0.0682,0
Siswa_464,IPA,79.9,77.8,80.9,83.3,84.0,81.18,SMAS ST ANGELA,90,A,98.66,0.4,JAWA BARAT,80.09,UNIVERSITAS KHAIRUN,SASTRA INGGRIS,Sarjana,86.07,36,50.0,0.72,0
Siswa_465,IPS,81.8,86.0,86.6,87.7,88.6,86.14,SMAN 1 KOTA MUNGKID,345,B,94.83,0.25,JAWA TENGAH,81.69,POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN,ADMINISTRASI BISNIS INTERNASIONAL,Sarjana Terapan,86.07,30,70.0,0.4286,0
Siswa_466,IPA,78.9,80.1,82.6,80.5,80.6,80.54,SMAN 1 BANDUNG,350,B,94.76,0.25,JAWA BARAT,76.32,UNIVERSITAS NEGERI SURABAYA,MANAJEMEN,Sarjana,89.92,72,1613.0,0.0446,0
Siswa_467,IPA,85.2,84.4,86.3,87.6,88.5,86.4,SMAN 22 JAKARTA,459,C,93.12,0.05,DKI JAKARTA,80.46,INSTITUT PERTANIAN BOGOR,TEKNOLOGI PRODUKSI DAN PENGEMBANGAN MASYARAKAT PERTANIAN,Sarjana Terapan,85.67,28,265.0,0.1057,0
Siswa_468,IPS,81.2,79.5,79.0,84.4,85.5,81.92,SMAN 7 SURAKARTA,263,B,96.07,0.25,JAWA TENGAH,78.7,UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PETERNAKAN,Sarjana,80.05,9,2.0,4.5,1
Siswa_469,IPA,86.2,86.8,88.2,90.2,90.4,88.36,SMAN 20 SURABAYA,351,B,94.74,0.25,JAWA TIMUR,83.71,UNIVERSITAS PENDIDIKAN INDONESIA,FILM DAN TELEVISI,Sarjana,85.65,20,301.0,0.0664,0
Siswa_470,IPS,77.2,80.1,77.3,78.2,77.9,78.14,MAN INSAN CENDEKIA SIAK,108,B,98.39,0.25,RIAU,76.88,UNIVERSITAS TANJUNGPURA,BIOLOGI,Sarjana,84.1,40,92.0,0.4348,0
Siswa_471,IPA,86.7,87.4,89.6,92.8,93.6,90.02,MAS PEMBANGUNAN UIN,586,C,91.22,0.05,DKI JAKARTA,82.12,UNIVERSITAS TEUKU UMAR,SAINS KEOLAHRAGAAN,Sarjana,86.07,16,174.5,0.2013,0
Siswa_472,IPS,89.2,93.2,94.8,96.2,95.5,93.78,SMAS LABSCHOOL JAKARTA,39,A,99.43,0.4,DKI JAKARTA,93.25,UNIVERSITAS PALANGKARAYA,PEND. FISIKA,Sarjana,81.13,18,22.0,0.8182,1
Siswa_473,IPA,75.0,73.1,75.4,76.8,75.9,75.24,SMKN 1 BANDUNG,909,C,86.37,0.05,JAWA BARAT,64.98,POLITEKNIK PERTANIAN NEGERI SAMARINDA,PENGOLAHAN HASIL HUTAN,Diploma Tiga,86.07,18,1.0,18.0,0
Siswa_474,IPS,86.9,87.8,91.0,89.8,91.4,89.38,SMA Negeri 1 Pekalongan,159,B,97.63,0.25,JAWA TENGAH,87.26,UNIVERSITAS LAMPUNG,ILMU ADM. NEGARA,Sarjana,89.52,60,500.0,0.12,0
Siswa_475,IPA,91.1,89.6,91.4,92.8,94.4,91.86,SMKN 1 MAGELANG,583,C,91.26,0.05,JAWA TENGAH,83.83,UNIVERSITAS NEGERI GORONTALO,TEKNIK ARSITEKTUR,Sarjana,85.21,30,67.0,0.4478,0
Siswa_476,IPS,79.0,80.7,82.0,85.0,85.8,82.5,SMAN 76 JAKARTA,959,C,85.62,0.05,DKI JAKARTA,70.64,UNIVERSITAS PAPUA,AGROTEKNOLOGI,Sarjana,83.63,18,6.0,3.0,0
Siswa_477,IPA,93.4,96.1,95.4,94.7,95.4,95.0,SMKN 2 DEPOK,312,B,95.33,0.25,DI YOGYAKARTA,90.56,UNIVERSITAS JAMBI,FARMASI,Sarjana,89.17,23,876.0,0.0263,0
Siswa_478,IPA,87.1,87.3,86.8,90.7,91.5,88.68,SMAN 1 TUBAN,241,B,96.4,0.25,JAWA TIMUR,85.49,UNIVERSITAS GADJAH MADA,ILMU KOMUNIKASI,Sarjana,91.48,24,636.0,0.0377,0
Siswa_479,IPS,81.5,77.3,80.6,81.5,84.0,80.98,SMAN 45 JAKARTA,938,C,85.93,0.05,DKI JAKARTA,69.59,UNIVERSITAS NEGERI MEDAN,MANAJEMEN,Sarjana,89.98,51,1356.0,0.0376,0
Siswa_480,IPA,84.7,86.1,90.0,89.2,90.8,88.16,MAS MUALLIMIN MUHAMMADIYAH,445,C,93.33,0.05,DI YOGYAKARTA,82.28,UNIVERSITAS ANDALAS,PSIKOLOGI,Sarjana,88.77,30,487.0,0.0616,0
Siswa_481,IPS,87.8,89.7,90.2,93.2,94.0,90.98,SMAN 2 BANDUNG,298,B,95.54,0.25,JAWA BARAT,86.92,POLITEKNIK NEGERI JEMBER,MANAJEMEN AGROINDUSTRI,Sarjana Terapan,86.07,99,128.0,0.7734,1
Siswa_482,IPS,85.4,87.2,88.3,88.7,88.5,87.62,MAN 2 SAMARINDA,952,C,85.72,0.05,KALIMANTAN TIMUR,75.11,POLITEKNIK NEGERI BANDUNG,ADMINISTRASI BISNIS,Sarjana Terapan,86.07,13,775.0,0.0168,0
Siswa_483,IPA,87.7,91.2,90.4,92.9,92.5,90.94,SMAN 47 JAKARTA,36,A,99.47,0.4,DKI JAKARTA,90.46,UNIVERSITAS DIPONEGORO,TEKNOLOGI REKAYASA KIMIA INDUSTRI,Sarjana Terapan,86.11,26,373.0,0.0697,1
Siswa_484,IPS,80.4,79.3,82.6,83.0,83.6,81.78,SMAN 19 JAKARTA,84,A,98.75,0.4,DKI JAKARTA,80.76,POLITEKNIK NEGERI MANADO,PARIWISATA,Diploma Tiga,86.07,10,37.0,0.2703,0
Siswa_485,IPA,85.8,88.2,90.5,91.4,91.7,89.52,SMAN 20 BATAM,452,C,93.23,0.05,KEPULAUAN RIAU,83.46,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,88.21,24,326.0,0.0736,0
Siswa_486,IPS,77.9,81.3,86.2,88.2,88.8,84.48,SMAN 1 WONOSARI,886,C,86.71,0.05,JAWA TENGAH,73.25,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH,SAINS DATA TERAPAN,Sarjana Terapan,86.07,11,174.5,0.2013,0
Siswa_487,IPA,84.4,81.9,81.1,82.7,81.9,82.4,SMAN 96 JAKARTA,775,C,88.38,0.05,DKI JAKARTA,72.83,POLITEKNIK NEGERI JAKARTA,TEKNIK PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,86.07,12,160.0,0.075,0
Siswa_488,IPA,80.5,82.1,82.4,79.4,78.4,80.56,MAS AL HIKMAH 2,822,C,87.67,0.05,JAWA TENGAH,70.63,UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN TEKNIK MESIN,Sarjana,84.26,40,37.0,1.0811,1
Siswa_489,IPS,81.3,81.3,82.8,81.5,82.9,81.96,SMAS BOPKRI 1,385,B,94.23,0.25,DI YOGYAKARTA,77.23,INSTITUT PERTANIAN BOGOR,EKOWISATA (KAMPUS SUKABUMI),Sarjana Terapan,85.54,36,189.0,0.1905,0
Siswa_490,IPS,91.2,92.0,94.3,97.2,98.9,94.72,SMAN 3 JAKARTA,172,B,97.43,0.25,DKI JAKARTA,92.29,UNIVERSITAS AIRLANGGA,BAHASA DAN SASTRA INGGRIS,Sarjana,87.82,75,562.0,0.1335,1
Siswa_491,IPA,90.5,92.2,92.7,93.5,94.0,92.58,MAN 3 SLEMAN,376,B,94.37,0.25,DI YOGYAKARTA,87.37,UNIVERSITAS NEGERI MALANG,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,84.33,55,125.0,0.44,1
Siswa_492,IPS,88.0,88.1,87.3,87.3,88.4,87.82,SMAN 17 MAKASSAR,685,C,89.73,0.05,SULAWESI SELATAN,78.8,UNIVERSITAS KHAIRUN,PEMANFAATAN SUMBERDAYA PERAIRAN,Sarjana,86.07,12,5.0,2.4,0
Siswa_493,IPA,79.5,79.2,81.9,80.2,80.4,80.24,SMAN 1 SINGOSARI,362,B,94.58,0.25,JAWA TIMUR,75.89,UNIVERSITAS MULAWARMAN,ILMU KOMUNIKASI,Sarjana,88.43,24,489.0,0.0491,0
Siswa_494,IPA,83.4,84.5,86.9,85.8,85.5,85.22,SMAS BUDI LUHUR,559,C,91.62,0.05,BANTEN,78.08,POLITEKNIK NEGERI UJUNG PANDANG,TEKNIK KONVERSI ENERGI,Diploma Tiga,86.07,23,7.0,3.2857,0
Siswa_495,IPA,91.1,89.9,89.1,86.0,86.4,88.5,SMAN 2 MEDAN,891,C,86.64,0.05,SUMATERA UTARA,76.68,UNIVERSITAS JENDERAL SOEDIRMAN,SASTRA JEPANG,Sarjana,85.88,48,321.0,0.1495,0
Siswa_496,IPA,85.7,84.5,88.2,89.0,90.0,87.48,SMAN 6 JAKARTA,141,B,97.9,0.25,DKI JAKARTA,85.64,UIN SULTAN MAULANA HASANUDDIN BANTEN,BIOLOGI,Sarjana,86.07,21,84.0,0.25,0
Siswa_497,IPA,96.6,99.0,100.0,99.8,99.5,98.98,SMA NEGERI 4 CIMAHI,887,C,86.7,0.05,JAWA BARAT,85.82,ISI BALI,TARI,Sarjana,86.07,26,38.0,0.6842,1
Siswa_498,IPA,87.0,85.7,86.9,86.0,85.7,86.26,SMAN 7 BEKASI,918,C,86.23,0.05,JAWA BARAT,74.38,POLITEKNIK NEGERI MADURA,PROMOSI KESEHATAN,Sarjana Terapan,86.07,35,90.0,0.3889,0
Siswa_499,IPS,86.0,88.3,89.5,90.3,90.3,88.88,SMAN 1 JAKARTA,118,B,98.24,0.25,DKI JAKARTA,87.32,"UPN ""VETERAN"" JAKARTA",PERBANKAN DAN KEUANGAN,Diploma Tiga,86.07,24,330.0,0.0727,1
Siswa_500,IPS,83.5,85.4,87.5,89.2,89.0,86.92,SMA UNGGULAN CT FOUNDATION,277,B,95.86,0.25,SUMATERA UTARA,83.32,UNIVERSITAS SULTAN AGENG TIRTAYASA,INFORMATIKA,Sarjana,90.38,44,1176.0,0.0374,0
Siswa_501,IPS,85.7,83.2,82.5,87.7,88.8,85.58,SMAN 2 PURBALINGGA,726,C,89.11,0.05,JAWA TENGAH,76.26,INSTITUT PERTANIAN BOGOR,MANAJEMEN INDUSTRI,Sarjana Terapan,90.09,56,566.0,0.0989,0
Siswa_502,IPA,84.2,83.9,84.9,82.9,84.2,84.02,SMAS AL-IZZAH BATU,220,B,96.71,0.25,JAWA TIMUR,81.26,UNIVERSITAS LAMBUNG MANGKURAT,KEHUTANAN,Sarjana,85.93,60,221.0,0.2715,0
Siswa_503,IPA,88.5,91.9,88.6,91.9,91.3,90.44,SMA NEGERI 1 JATILAWANG,905,C,86.43,0.05,JAWA TENGAH,78.17,UNIVERSITAS NEGERI SURABAYA,GEOFISIKA,Sarjana,86.07,20,174.5,0.2013,0
Siswa_504,IPS,89.8,88.8,91.6,94.5,95.7,92.08,SMAN 34 JAKARTA,26,A,99.62,0.4,DKI JAKARTA,91.73,UNIVERSITAS NEGERI MEDAN,PENDIDIKAN BAHASA JERMAN,Sarjana,82.92,47,116.0,0.4052,1
