nama_ptn,kode_resmi,kategori,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,portofolio,rasio_keketatan
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211004,TEKNIK ELEKTRO,Sarjana,35,636.0,Tidak Ada,0.055
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211005,TEKNIK INDUSTRI,Sarjana,40,1410.0,Tidak Ada,0.0284
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211006,TEKNIK KIMIA,Sarjana,30,612.0,Tidak Ada,0.049
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211007,PENDIDIKAN DOKTER GIGI,Sarjana,33,806.0,Tidak Ada,0.0409
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211008,MATEMATIKA,Sarjana,40,377.0,Tidak Ada,0.1061
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211009,KIMIA,Sarjana,40,302.0,Tidak Ada,0.1325
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211010,FARMASI,Sarjana,40,1753.0,Tidak Ada,0.0228
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211011,FISIKA,Sarjana,40,130.0,Tidak Ada,0.3077
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211012,ILMU KESEHATAN MASYARAKAT,Sarjana,88,1520.0,Tidak Ada,0.0579
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211013,AGROEKOTEKNOLOGI,Sarjana,75,1177.0,Tidak Ada,0.0637
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211014,KETEKNIKAN PERTANIAN,Sarjana,25,515.0,Tidak Ada,0.0485
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211015,BIOLOGI,Sarjana,40,311.0,Tidak Ada,0.1286
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211016,AGRIBISNIS,Sarjana,50,1043.0,Tidak Ada,0.0479
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211017,ILMU DAN TEKNOLOGI PANGAN,Sarjana,25,609.0,Tidak Ada,0.0411
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211018,PETERNAKAN,Sarjana,70,522.0,Tidak Ada,0.1341
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211019,ARSITEKTUR,Sarjana,25,438.0,Tidak Ada,0.0571
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211020,ILMU KEPERAWATAN,Sarjana,63,1290.0,Tidak Ada,0.0488
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211021,KEHUTANAN,Sarjana,80,771.0,Tidak Ada,0.1038
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211022,ILMU KOMPUTER,Sarjana,33,1578.0,Tidak Ada,0.0209
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211023,TEKNOLOGI INFORMASI,Sarjana,33,1038.0,Tidak Ada,0.0318
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211024,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,25,232.0,Tidak Ada,0.1078
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211025,TEKNIK LINGKUNGAN,Sarjana,21,526.0,Tidak Ada,0.0399
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211026,GIZI,Sarjana,22,912.0,Tidak Ada,0.0241
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211027,ILMU HUKUM,Sarjana,135,1767.0,Tidak Ada,0.0764
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211028,ILMU SEJARAH,Sarjana,48,206.0,Tidak Ada,0.233
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211029,ANTROPOLOGI SOSIAL,Sarjana,30,319.0,Tidak Ada,0.094
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211030,AKUNTANSI,Sarjana,55,1488.0,Tidak Ada,0.037
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211031,SOSIOLOGI,Sarjana,42,375.0,Tidak Ada,0.112
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211032,ILMU KESEJAHTERAAN SOSIAL,Sarjana,30,352.0,Tidak Ada,0.0852
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211033,ILMU ADMINISTRASI NEGARA,Sarjana,27,754.0,Tidak Ada,0.0358
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211034,ILMU KOMUNIKASI,Sarjana,27,1108.0,Tidak Ada,0.0244
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211035,MANAJEMEN,Sarjana,55,1743.0,Tidak Ada,0.0316
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211036,EKONOMI PEMBANGUNAN,Sarjana,44,528.0,Tidak Ada,0.0833
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211037,ILMU POLITIK,Sarjana,30,327.0,Tidak Ada,0.0917
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211038,SASTRA INDONESIA,Sarjana,57,334.0,Tidak Ada,0.1707
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211039,SASTRA DAERAH UNTUK SASTRA MELAYU,Sarjana,38,6.0,Tidak Ada,6.3333
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211040,SASTRA INGGRIS,Sarjana,83,760.0,Tidak Ada,0.1092
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211041,SASTRA DAERAH UNTUK SASTRA BATAK,Sarjana,30,20.0,Tidak Ada,1.5
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211042,SASTRA ARAB,Sarjana,70,161.0,Tidak Ada,0.4348
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211043,ETNO MUSIKOLOGI,Sarjana,40,44.0,Etnomusikologi,0.9091
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211044,SASTRA JEPANG,Sarjana,20,275.0,Tidak Ada,0.0727
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211045,ILMU PERPUSTAKAAN,Sarjana,40,478.0,Tidak Ada,0.0837
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211046,SASTRA CINA,Sarjana,20,139.0,Tidak Ada,0.1439
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211047,ILMU ADMINISTRASI NIAGA/BISNIS,Sarjana,27,1005.0,Tidak Ada,0.0269
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211048,PSIKOLOGI,Sarjana,63,1283.0,Tidak Ada,0.0491
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211049,KEWIRAUSAHAAN,Sarjana,16,341.0,Tidak Ada,0.0469
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211071,EKONOMI ISLAM,Sarjana,17,,Tidak Ada,
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211072,TEKNIK PERTAMBANGAN,Sarjana,15,,Tidak Ada,
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211073,TEKNIK LOGISTIK,Sarjana,15,,Tidak Ada,
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11211074,PERENCANAAN WILAYAH DAN KOTA,Sarjana,15,,Tidak Ada,
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11212064,PERBANKAN DAN KEUANGAN,Sarjana Terapan,46,349.0,Tidak Ada,0.1318
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11212065,ADMINISTRASI PERKANTORAN DIGITAL,Sarjana Terapan,32,268.0,Tidak Ada,0.1194
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11212066,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,44,159.0,Tidak Ada,0.2767
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11212067,STATISTIKA,Sarjana Terapan,40,230.0,Tidak Ada,0.1739
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11212068,KIMIA TERAPAN,Sarjana Terapan,32,41.0,Tidak Ada,0.7805
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11212069,MANAJEMEN BISNIS PARIWISATA,Sarjana Terapan,40,414.0,Tidak Ada,0.0966
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11212070,TEKNOLOGI REKAYASA INSTRUMENTASI,Sarjana Terapan,40,45.0,Tidak Ada,0.8889
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11213050,METROLOGI DAN INSTRUMENTASI,Diploma Tiga,36,31.0,Tidak Ada,1.1613
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11213054,ADMINISTRASI PERPAJAKAN,Diploma Tiga,40,337.0,Tidak Ada,0.1187
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11213056,BAHASA JEPANG,Diploma Tiga,20,65.0,Tidak Ada,0.3077
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11213058,ANALIS FARMASI DAN MAKANAN,Diploma Tiga,24,274.0,Tidak Ada,0.0876
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11213059,BAHASA INGGRIS,Diploma Tiga,40,87.0,Tidak Ada,0.4598
UNIVERSITAS SUMATERA UTARA,1121,PTN Akademik,11213060,TEKNIK INFORMATIKA,Diploma Tiga,40,420.0,Tidak Ada,0.0952
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221001,PENDIDIKAN MATEMATIKA,Sarjana,67,649.0,Tidak Ada,0.1032
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221002,PENDIDIKAN BIOLOGI,Sarjana,72,603.0,Tidak Ada,0.1194
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221003,PENDIDIKAN FISIKA,Sarjana,69,266.0,Tidak Ada,0.2594
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221004,PENDIDIKAN KIMIA,Sarjana,90,377.0,Tidak Ada,0.2387
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221005,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,47,90.0,Tidak Ada,0.5222
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221006,PENDIDIKAN TEKNIK MESIN,Sarjana,51,227.0,Tidak Ada,0.2247
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221007,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,46,151.0,Tidak Ada,0.3046
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221008,KIMIA,Sarjana,43,251.0,Tidak Ada,0.1713
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221009,BIOLOGI,Sarjana,59,315.0,Tidak Ada,0.1873
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221010,ILMU KEOLAHRAGAAN,Sarjana,77,184.0,Olahraga,0.4185
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221011,MATEMATIKA,Sarjana,46,278.0,Tidak Ada,0.1655
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221012,FISIKA,Sarjana,33,101.0,Tidak Ada,0.3267
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221013,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,51,189.0,Tidak Ada,0.2698
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221014,GIZI,Sarjana,54,1060.0,Tidak Ada,0.0509
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221015,TEKNIK ELEKTRO,Sarjana,46,501.0,Tidak Ada,0.0918
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221016,TEKNIK SIPIL,Sarjana,51,599.0,Tidak Ada,0.0851
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221017,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,Sarjana,51,668.0,Tidak Ada,0.0763
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221018,ILMU KOMPUTER,Sarjana,48,1163.0,Tidak Ada,0.0413
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221019,PENDIDIKAN IPA,Sarjana,43,322.0,Tidak Ada,0.1335
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221021,PENDIDIKAN SEJARAH,Sarjana,62,491.0,Tidak Ada,0.1263
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221022,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,62,571.0,Tidak Ada,0.1086
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221023,PENDIDIKAN GEOGRAFI,Sarjana,62,444.0,Tidak Ada,0.1396
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221024,"PEND. JASMANI, KESEHATAN & REKREASI",Sarjana,117,615.0,Olahraga,0.1902
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221025,PENDIDIKAN KEPELATIHAN OLAHRAGA (PKO),Sarjana,117,438.0,Olahraga,0.2671
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221026,PENDIDIKAN LUAR SEKOLAH (PLS),Sarjana,41,123.0,Tidak Ada,0.3333
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221027,PENDIDIKAN EKONOMI,Sarjana,39,411.0,Tidak Ada,0.0949
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221028,MANAJEMEN,Sarjana,51,1356.0,Tidak Ada,0.0376
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221029,AKUNTANSI,Sarjana,46,916.0,Tidak Ada,0.0502
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221030,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,85,1047.0,Tidak Ada,0.0812
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221031,PENDIDIKAN BAHASA INGGRIS,Sarjana,86,796.0,Tidak Ada,0.108
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221032,PENDIDIKAN BAHASA PERANCIS,Sarjana,43,40.0,Tidak Ada,1.075
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221033,PENDIDIKAN BAHASA JERMAN,Sarjana,47,116.0,Tidak Ada,0.4052
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221034,PENDIDIKAN SENI RUPA,Sarjana,40,124.0,"Seni Rupa, Desain, dan Kriya",0.3226
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221035,SASTRA INDONESIA,Sarjana,51,273.0,Tidak Ada,0.1868
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221036,SASTRA INGGRIS,Sarjana,51,383.0,Tidak Ada,0.1332
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221038,PENDIDIKAN GURU SEKOLAH DASAR (PGSD),Sarjana,144,2915.0,Tidak Ada,0.0494
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221039,PENDIDIKAN TATA BOGA,Sarjana,46,536.0,Tidak Ada,0.0858
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221040,PENDIDIKAN TATA RIAS,Sarjana,51,545.0,Tidak Ada,0.0936
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221041,PENDIDIKAN ANTROPOLOGI,Sarjana,62,352.0,Tidak Ada,0.1761
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221042,PEND. GURU PENDIDIKAN ANAK USIA DINI,Sarjana,72,475.0,Tidak Ada,0.1516
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221043,PENDIDIKAN BIMBINGAN DAN KONSELING,Sarjana,72,1147.0,Tidak Ada,0.0628
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221044,PENDIDIKAN AKUNTANSI,Sarjana,39,292.0,Tidak Ada,0.1336
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221046,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,39,607.0,Tidak Ada,0.0643
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221047,PENDIDIKAN BISNIS,Sarjana,39,296.0,Tidak Ada,0.1318
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221048,PENDIDIKAN TARI,Sarjana,55,211.0,Tari,0.2607
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221049,PENDIDIKAN MUSIK,Sarjana,59,202.0,Musik,0.2921
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221050,PENDIDIKAN TATA BUSANA,Sarjana,46,582.0,Tidak Ada,0.079
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221051,SENI PERTUNJUKAN,Sarjana,22,24.0,Sendratasik,0.9167
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221052,ILMU EKONOMI,Sarjana,39,451.0,Tidak Ada,0.0865
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221053,BISNIS DIGITAL,Sarjana,39,414.0,Tidak Ada,0.0942
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221054,KEWIRAUSAHAAN,Sarjana,39,396.0,Tidak Ada,0.0985
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221057,ARSITEKTUR,Sarjana,41,328.0,Tidak Ada,0.125
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221058,STATISTIKA,Sarjana,41,330.0,Tidak Ada,0.1242
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221059,SAINS INFORMASI GEOGRAFI,Sarjana,15,84.0,Tidak Ada,0.1786
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221060,HUKUM BISNIS,Sarjana,15,161.0,Tidak Ada,0.0932
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11221061,KEDOKTERAN,Sarjana,13,,Tidak Ada,
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11222056,MANAJEMEN KONSTRUKSI,Sarjana Terapan,51,139.0,Tidak Ada,0.3669
UNIVERSITAS NEGERI MEDAN,1122,PTN Akademik,11223055,TEKNIK MESIN,Diploma Tiga,41,216.0,Tidak Ada,0.1898
UNIVERSITAS RIAU,1131,PTN Akademik,11311001,FISIKA,Sarjana,36,109.0,Tidak Ada,0.3303
UNIVERSITAS RIAU,1131,PTN Akademik,11311002,KIMIA,Sarjana,36,265.0,Tidak Ada,0.1358
UNIVERSITAS RIAU,1131,PTN Akademik,11311003,MATEMATIKA,Sarjana,27,168.0,Tidak Ada,0.1607
UNIVERSITAS RIAU,1131,PTN Akademik,11311004,BIOLOGI,Sarjana,36,242.0,Tidak Ada,0.1488
UNIVERSITAS RIAU,1131,PTN Akademik,11311005,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,43,126.0,Tidak Ada,0.3413
UNIVERSITAS RIAU,1131,PTN Akademik,11311006,BUDIDAYA PERAIRAN,Sarjana,52,128.0,Tidak Ada,0.4062
UNIVERSITAS RIAU,1131,PTN Akademik,11311007,ILMU KELAUTAN,Sarjana,46,163.0,Tidak Ada,0.2822
UNIVERSITAS RIAU,1131,PTN Akademik,11311008,TEKNOLOGI HASIL PERIKANAN,Sarjana,43,100.0,Tidak Ada,0.43
UNIVERSITAS RIAU,1131,PTN Akademik,11311009,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,37,90.0,Tidak Ada,0.4111
UNIVERSITAS RIAU,1131,PTN Akademik,11311010,AGROBISNIS PERIKANAN,Sarjana,34,104.0,Tidak Ada,0.3269
UNIVERSITAS RIAU,1131,PTN Akademik,11311011,AGROTEKNOLOGI,Sarjana,60,868.0,Tidak Ada,0.0691
UNIVERSITAS RIAU,1131,PTN Akademik,11311012,AGRIBISNIS,Sarjana,36,743.0,Tidak Ada,0.0485
UNIVERSITAS RIAU,1131,PTN Akademik,11311013,TEKNOLOGI HASIL PERTANIAN,Sarjana,24,322.0,Tidak Ada,0.0745
UNIVERSITAS RIAU,1131,PTN Akademik,11311014,KEHUTANAN,Sarjana,36,397.0,Tidak Ada,0.0907
UNIVERSITAS RIAU,1131,PTN Akademik,11311015,TEKNIK SIPIL,Sarjana,36,820.0,Tidak Ada,0.0439
UNIVERSITAS RIAU,1131,PTN Akademik,11311016,TEKNIK KIMIA,Sarjana,31,592.0,Tidak Ada,0.0524
UNIVERSITAS RIAU,1131,PTN Akademik,11311017,TEKNIK MESIN,Sarjana,34,694.0,Tidak Ada,0.049
UNIVERSITAS RIAU,1131,PTN Akademik,11311018,TEKNIK ELEKTRO,Sarjana,36,600.0,Tidak Ada,0.06
UNIVERSITAS RIAU,1131,PTN Akademik,11311019,KEDOKTERAN,Sarjana,48,1434.0,Tidak Ada,0.0335
UNIVERSITAS RIAU,1131,PTN Akademik,11311020,ILMU KEPERAWATAN,Sarjana,63,1749.0,Tidak Ada,0.036
UNIVERSITAS RIAU,1131,PTN Akademik,11311021,PENDIDIKAN MATEMATIKA,Sarjana,24,458.0,Tidak Ada,0.0524
UNIVERSITAS RIAU,1131,PTN Akademik,11311022,PENDIDIKAN BIOLOGI,Sarjana,24,478.0,Tidak Ada,0.0502
UNIVERSITAS RIAU,1131,PTN Akademik,11311023,PENDIDIKAN FISIKA,Sarjana,24,166.0,Tidak Ada,0.1446
UNIVERSITAS RIAU,1131,PTN Akademik,11311024,PENDIDIKAN KIMIA,Sarjana,24,222.0,Tidak Ada,0.1081
UNIVERSITAS RIAU,1131,PTN Akademik,11311025,TEKNIK LINGKUNGAN,Sarjana,27,690.0,Tidak Ada,0.0391
UNIVERSITAS RIAU,1131,PTN Akademik,11311026,ARSITEKTUR,Sarjana,28,331.0,Tidak Ada,0.0846
UNIVERSITAS RIAU,1131,PTN Akademik,11311027,SISTEM INFORMASI,Sarjana,48,955.0,Tidak Ada,0.0503
UNIVERSITAS RIAU,1131,PTN Akademik,11311028,TEKNIK INFORMATIKA,Sarjana,36,1502.0,Tidak Ada,0.024
UNIVERSITAS RIAU,1131,PTN Akademik,11311029,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,24,392.0,Tidak Ada,0.0612
UNIVERSITAS RIAU,1131,PTN Akademik,11311030,STATISTIKA,Sarjana,27,253.0,Tidak Ada,0.1067
UNIVERSITAS RIAU,1131,PTN Akademik,11311031,HUBUNGAN INTERNASIONAL,Sarjana,57,441.0,Tidak Ada,0.1293
UNIVERSITAS RIAU,1131,PTN Akademik,11311032,ILMU PEMERINTAHAN,Sarjana,63,607.0,Tidak Ada,0.1038
UNIVERSITAS RIAU,1131,PTN Akademik,11311033,ILMU ADMINISTRASI PUBLIK,Sarjana,49,789.0,Tidak Ada,0.0621
UNIVERSITAS RIAU,1131,PTN Akademik,11311034,ILMU ADMINISTRASI BISNIS,Sarjana,52,1357.0,Tidak Ada,0.0383
UNIVERSITAS RIAU,1131,PTN Akademik,11311035,SOSIOLOGI,Sarjana,57,448.0,Tidak Ada,0.1272
UNIVERSITAS RIAU,1131,PTN Akademik,11311036,ILMU KOMUNIKASI,Sarjana,63,1181.0,Tidak Ada,0.0533
UNIVERSITAS RIAU,1131,PTN Akademik,11311038,EKONOMI PEMBANGUNAN,Sarjana,48,386.0,Tidak Ada,0.1244
UNIVERSITAS RIAU,1131,PTN Akademik,11311039,MANAJEMEN,Sarjana,108,1811.0,Tidak Ada,0.0596
UNIVERSITAS RIAU,1131,PTN Akademik,11311040,AKUNTANSI,Sarjana,93,1463.0,Tidak Ada,0.0636
UNIVERSITAS RIAU,1131,PTN Akademik,11311041,ILMU HUKUM,Sarjana,124,1156.0,Tidak Ada,0.1073
UNIVERSITAS RIAU,1131,PTN Akademik,11311042,PENDIDIKAN EKONOMI,Sarjana,36,391.0,Tidak Ada,0.0921
UNIVERSITAS RIAU,1131,PTN Akademik,11311043,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,24,530.0,Tidak Ada,0.0453
UNIVERSITAS RIAU,1131,PTN Akademik,11311044,PENDIDIKAN SEJARAH,Sarjana,24,414.0,Tidak Ada,0.058
UNIVERSITAS RIAU,1131,PTN Akademik,11311045,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,36,844.0,Tidak Ada,0.0427
UNIVERSITAS RIAU,1131,PTN Akademik,11311046,PENDIDIKAN BAHASA INGGRIS,Sarjana,36,651.0,Tidak Ada,0.0553
UNIVERSITAS RIAU,1131,PTN Akademik,11311047,PENDIDIKAN BAHASA JEPANG,Sarjana,24,161.0,Tidak Ada,0.1491
UNIVERSITAS RIAU,1131,PTN Akademik,11311048,PENDIDIKAN MASYARAKAT,Sarjana,24,68.0,Tidak Ada,0.3529
UNIVERSITAS RIAU,1131,PTN Akademik,11311049,BIMBINGAN KONSELING,Sarjana,24,902.0,Tidak Ada,0.0266
UNIVERSITAS RIAU,1131,PTN Akademik,11311050,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,24,322.0,Olahraga,0.0745
UNIVERSITAS RIAU,1131,PTN Akademik,11311051,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,24,206.0,Olahraga,0.1165
UNIVERSITAS RIAU,1131,PTN Akademik,11311052,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,40,2021.0,Tidak Ada,0.0198
UNIVERSITAS RIAU,1131,PTN Akademik,11311053,PENDIDIKAN ANAK USIA DINI,Sarjana,24,245.0,Tidak Ada,0.098
UNIVERSITAS RIAU,1131,PTN Akademik,11311062,KEDOKTERAN HEWAN,Sarjana,15,248.0,Tidak Ada,0.0605
UNIVERSITAS RIAU,1131,PTN Akademik,11311063,ILMU TANAH,Sarjana,12,79.0,Tidak Ada,0.1519
UNIVERSITAS RIAU,1131,PTN Akademik,11311064,PROTEKSI TANAMAN,Sarjana,12,52.0,Tidak Ada,0.2308
UNIVERSITAS RIAU,1131,PTN Akademik,11311065,PENYULUHAN PERTANIAN,Sarjana,12,83.0,Tidak Ada,0.1446
UNIVERSITAS RIAU,1131,PTN Akademik,11312037,USAHA PERJALANAN WISATA,Sarjana Terapan,42,231.0,Tidak Ada,0.1818
UNIVERSITAS RIAU,1131,PTN Akademik,11313054,PERPAJAKAN,Diploma Tiga,36,160.0,Tidak Ada,0.225
UNIVERSITAS RIAU,1131,PTN Akademik,11313059,TEKNOLOGI PULP DAN KERTAS,Diploma Tiga,18,161.0,Tidak Ada,0.1118
UNIVERSITAS RIAU,1131,PTN Akademik,11313061,MANAJEMEN INFORMATIKA,Diploma Tiga,24,79.0,Tidak Ada,0.3038
UNIVERSITAS MARITIM RAJA ALI HAJI,1133,PTN Akademik,11331001,TEKNIK ELEKTRO,Sarjana,68,95.0,Tidak Ada,0.7158
UNIVERSITAS MARITIM RAJA ALI HAJI,1133,PTN Akademik,11331002,TEKNIK INFORMATIKA,Sarjana,75,263.0,Tidak Ada,0.2852
UNIVERSITAS MARITIM RAJA ALI HAJI,1133,PTN Akademik,11331003,ILMU KELAUTAN,Sarjana,48,51.0,Tidak Ada,0.9412
UNIVERSITAS MARITIM RAJA ALI HAJI,1133,PTN Akademik,11331004,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,50,30.0,Tidak Ada,1.6667
UNIVERSITAS MARITIM RAJA ALI HAJI,1133,PTN Akademik,11331005,PENDIDIKAN MATEMATIKA,Sarjana,50,89.0,Tidak Ada,0.5618
UNIVERSITAS MARITIM RAJA ALI HAJI,1133,PTN Akademik,11331006,PENDIDIKAN BIOLOGI,Sarjana,50,65.0,Tidak Ada,0.7692
